Organization Name,Crunchbase Profile Link,Last Funding Date,Total Funding Amount,Stage Track Stages,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter URL,LinkedIn URL,Number of Employees,Last Funding Amount,Founded Date
Phoenix Tailings,https://www.crunchbase.com/organization/phoenix-tailings,"Feb 19, 2026","$144,440,000",Not Started,"Advanced Materials, CleanTech, Industrial, Manufacturing, Mining, Sustainability, Waste Management","Woburn, Massachusetts, United States",Phoenix Tailings is a rare earth metals production company that transforms mining waste (tailings) into usable rare earth metals and alloys.,95,https://www.phoenixtailings.com/,$1M to $10M,"Techstars, J2 Ventures, Geodesic Capital, National Science Foundation, Envisioning Partners","ARPA-E, Envisioning Partners, Escape Velocity, MassVentures, National Science Foundation, Nomura, Olive Tree Capital, Presidio Ventures, Techstars, UConn Innovation Fund - University of Connecticut",https://x.com/phoenixtailings,https://www.linkedin.com/company/mvmindustrial,101-250,"$30,200,000",Jan 2019
Jump,https://www.crunchbase.com/organization/jump-be8c,"Feb 19, 2026","$109,174,985",Not Started,"Artificial Intelligence (AI), Financial Services, FinTech, Generative AI, SaaS, Wealth Management","Salt Lake City, Utah, United States",Jump provides an artificial intelligence platform designed for financial advisors and other financial services professionals.,126,https://jump.ai/,$10M to $50M,"Insight Partners, Battery Ventures, Sorenson Capital, Pelion Venture Partners, Peterson Partners","Battery Ventures, Insight Partners, Sorenson Capital",https://x.com/JumpAdvisorAI,https://www.linkedin.com/company/jump-app-ai,101-250,"$80,000,000","Jan 4, 2023"
Ownwell,https://www.crunchbase.com/organization/ownwell,"Feb 19, 2026","$55,750,000",Not Started,"Commercial Real Estate, Home Services, Personal Finance, Real Estate, Residential","Austin, Texas, United States",Ownwell is a property tax monitoring company that helps owners reduce real estate tax overpayments.,135,https://www.ownwell.com/,$1M to $10M,"Long Journey Ventures, Everywhere Ventures, Left Lane Capital, First Round Capital, Founder Collective","Alpha Edison, First Round Capital, Mercato Partners, Western Alliance Bank",,https://www.linkedin.com/company/ownwell,101-250,"$30,000,000",2020
Code Metal,https://www.crunchbase.com/organization/code-metal,"Feb 19, 2026","$184,450,000",Not Started,"Artificial Intelligence (AI), Information Technology, Software, Software Engineering","Boston, Massachusetts, United States",Code Metal is an AI-enabled platform providing verifiable code translation and optimization for edge development and code modernization.,179,https://www.codemetal.ai/,—,"B Capital, Accel, Salesforce Ventures, Bosch Ventures, Shield Capital","Accel, J2 Ventures, Salesforce Ventures, Shield Capital",,https://www.linkedin.com/company/code-metal,51-100,"$125,000,000",2023
TrueLayer,https://www.crunchbase.com/organization/truelayer,"Feb 19, 2026","$321,800,000",Not Started,"Banking, Developer Tools, Financial Services, FinTech, Payments","London, England, United Kingdom","TrueLayer powers smarter, safer and faster online payments by combining real-time bank payments with financial and identity data.",221,https://truelayer.com/,$10M to $50M,"Stripe, Temasek Holdings, Northzone, Tiger Global Management, Anthemis","Addition, Anthemis, Connect Ventures, eBay Ventures, Northzone, Temasek Holdings, Tencent, Tiger Global Management",https://x.com/truelayer,https://www.linkedin.com/company/truelayer,251-500,—,2016
Stacks,https://www.crunchbase.com/organization/stacks-87ce,"Feb 19, 2026","$33,420,879",Not Started,"Accounting, Artificial Intelligence (AI), Enterprise Software, Financial Services, FinTech","Amsterdam, Noord-Holland, The Netherlands",Stacks is a software platform that helps accounting teams automate and manage the financial close process with AI-driven tools.,245,https://stacks.ai/,—,"General Catalyst, Lightspeed Venture Partners, s16vc, EQT Ventures, Travis Foxhall","EQT Ventures, General Catalyst, Lightspeed Venture Partners",https://x.com/_StacksAI,https://www.linkedin.com/company/stacks-ai,11-50,"$23,000,000","Apr 5, 2024"
ZaiNar,https://www.crunchbase.com/organization/zainar,"Feb 19, 2026","$116,663,570",Not Started,"Artificial Intelligence (AI), Information Technology, Mobile, Real Time, Software","Belmont, California, United States",ZaiNar develops real-time 3D location and positioning solutions using patented signal processing and network timing techniques.,270,http://zainartech.com/,—,"Friends & Family Capital, Samsung NEXT, Alchemist Accelerator, Jaan Tallinn, Steve Jurvetson","gbeta, Happiness Ventures",https://x.com/zainartech,https://www.linkedin.com/company/zainar,101-250,"$100,000,000",2017
Fermi America,https://www.crunchbase.com/organization/fermi-america,"Feb 19, 2026","$800,000,000",Not Started,"Artificial Intelligence (AI), Data Center, Energy, Energy Management, Power Grid","Amarillo, Texas, United States","Fermi America builds energy and AI infrastructure to power next-gen data centers using nuclear, gas, solar, and grid-based solutions.",316,https://fermiamerica.com/,—,"MUFG Bank, Macquarie Group, Keystone National Group","Keystone National Group, Macquarie Group, MUFG Bank",https://x.com/FermiAmerica,https://www.linkedin.com/company/fermi-america,11-50,"$100,000,000",2025
Portkey,https://www.crunchbase.com/organization/portkey,"Feb 19, 2026","$18,000,000",Not Started,"Apps, Artificial Intelligence (AI), Generative AI, Information Technology","San Francisco, California, United States","Portkey is a unified control plane for production AI that enables teams to manage, monitor, and optimize large language model deployments.",619,https://portkey.ai/,$1M to $10M,"Lightspeed Venture Partners, Flybridge, Elevation Capital, NetApp Excellerator, sanjee sisodiya","Elevation Capital, Lightspeed Venture Partners, NetApp Excellerator",https://x.com/PortkeyAI,https://www.linkedin.com/company/portkey-ai,11-50,"$15,000,000",2023
Altesa,https://www.crunchbase.com/organization/altesa,"Feb 19, 2026","$110,000,000",Not Started,"Biotechnology, Life Science, Therapeutics","College Park, Georgia, United States",Altesa is a clinical-stage biopharmaceutical company dedicated to accelerating the development of new treatments,796,http://altesabio.com/,—,"Atlantic Partners, Sanofi, Pitango VC, Medicxi, Forbion Capital Partners",Forbion Capital Partners,,https://www.linkedin.com/company/altesa-biosciences,11-50,"$75,000,000",2022
Qumis,https://www.crunchbase.com/organization/qumis,"Feb 19, 2026","$6,765,000",Not Started,"Artificial Intelligence (AI), Generative AI, InsurTech, Legal Tech","Chicago, Illinois, United States","Qumis is an AI-powered platform that analyzes insurance policies and claims documentation with structured, reasoning-based insights.",895,https://www.qumis.ai/,—,"Alumni Ventures, American Family Ventures, Grand Ventures, MTech Capital, Right Side Capital Management","Armory Square Ventures, BrokerTech Ventures, MTech Capital",,https://www.linkedin.com/company/qumis,11-50,"$4,300,000",2022
Badge,https://www.crunchbase.com/organization/badge-2040,"Feb 19, 2026","$17,100,000",Not Started,"Information Technology, Internet, IT Management","San Francisco, California, United States",Badge helps businesses to build dynamic experiences in Apple and Google wallets.,901,https://www.trybadge.com/,$1M to $10M,"Stripe, Alumni Ventures, QED Investors, Plug and Play, TTV Capital","Infinity Ventures, QED Investors, TTV Capital",,https://www.linkedin.com/company/trybadge,1-10,"$13,800,000",2023
Ten63 Therapeutics,https://www.crunchbase.com/organization/ten63-therapeutics,"Feb 19, 2026","$15,900,000",Not Started,"Biotechnology, Health Care, Medical, Pharmaceutical","Durham, North Carolina, United States",Ten63 Therapeutics is a venture-backed startup developing durable therapeutics against some of the world’s most lethal diseases.,"1,003",https://www.ten63tx.com/,$1M to $10M,"Bill & Melinda Gates Foundation, Draper Associates, K5 Global, Yosemite, Hatteras Venture Partners","Bill & Melinda Gates Foundation, Hatteras Venture Partners",https://x.com/gavilanbio,https://www.linkedin.com/company/gavilan-biodesign,11-50,—,2017
Candel Therapeutics,https://www.crunchbase.com/organization/advantagene,"Feb 19, 2026","$521,900,000",Not Started,"Biotechnology, Genetics, Health Care, Health Diagnostics, Medical, Therapeutics","Needham, Massachusetts, United States",Candel Therapeutics develops cancer immunotherapies designed to improve the lives of cancer patients and their families.,"1,144",https://www.candeltx.com/,$50M to $100M,"RTW Investments, Sands Capital Ventures, Trinity Capital, Silicon Valley Bank, Northpond Ventures","National Securities Corporation, Northpond Ventures, PBM Capital Group, RTW Investments, Silicon Valley Bank, Trinity Capital",https://x.com/CandelTx,https://www.linkedin.com/company/candel-therapeutics,11-50,"$100,000,000",1999
LanzaJet,https://www.crunchbase.com/organization/lanzajet,"Feb 19, 2026","$311,521,005",Not Started,"Air Transportation, Biofuel, Fuel","Illinois City, Illinois, United States","LanzaJet is a provider and producer of Sustainable Aviation Fuel (SAF) technology, dedicated to accelerating the transition to clean energy.","1,229",https://www.lanzajet.com/,$1M to $10M,"LanzaTech, Breakthrough Energy Ventures, Shell, Builders Vision, US Department of Energy","Airbus, Breakthrough Energy Ventures, Groupe ADP, International Airlines Group (IAG), Microsoft Climate Innovation Fund, Mitsubishi UFJ Financial Group, Mitsui & Co, Shell, Shell Oil Company, Southwest Airlines, Suncor Energy, UK Department for Transport, US Department of Energy",https://x.com/lanzajet,https://www.linkedin.com/company/lanzajet,101-250,"$34,000,000",2020
Ascent Funding,https://www.crunchbase.com/organization/ascent-funding,"Feb 19, 2026","$86,237,585",Not Started,"Finance, Financial Services, FinTech, Lending","San Diego, California, United States",Ascent offers students opportunities to pay for higher education with or without a cosigner.,"1,422",https://www.ascentfunding.com/,$10M to $50M,"Endeavor, Framework Ventures, Stand Together Ventures Lab",Endeavor,,https://www.linkedin.com/company/ascentfunding/mycompany/,51-100,"$45,000,000","Jan 1, 2015"
Grotto AI,https://www.crunchbase.com/organization/grotto-ai,"Feb 19, 2026","$14,687,988",Not Started,"Artificial Intelligence (AI), Finance, Information Technology, Internet","New York, New York, United States",Grotto AI is an IT and Internet firm offering AI based tool for leasing and renewals.,"1,489",https://www.grotto.ai/,—,"ICONIQ Capital, Asymmetric Capital Partners, Caren Maio, Avi Dorfman, David Dear",ICONIQ Capital,,https://www.linkedin.com/company/grottoai/,1-10,"$10,000,000",2025
Rapidata,https://www.crunchbase.com/organization/rapidata,"Feb 19, 2026","$11,549,952",Not Started,"Cloud Data Services, Data Center Automation, Data Collection and Labeling, Software","Zürich, Zurich, Switzerland",Rapidata is a data processing platform that offers human-verified innovative datalabeling and data processing services at scale.,"1,562",https://www.rapidata.ai/,$1M to $10M,"BlueYard Capital, Canaan Partners, Acequia Capital (AceCap), Venture Kick, Innosuisse","BlueYard Capital, Canaan Partners, IA Ventures",,https://www.linkedin.com/company/rapidata,11-50,"$8,500,000",2023
Ubyx,https://www.crunchbase.com/organization/ubyx,"Feb 19, 2026","$10,000,000",Not Started,"Blockchain, Cryptocurrency, Finance, Financial Services, Information Technology, Internet","London, England, United Kingdom",Ubyx enables stablecoin deposits from various issuers and blockchains to be redeemed at full value into existing bank and fintech accounts.,"1,599",https://www.ubyx.xyz/,—,"Coinbase, Founders Fund, Coinbase Ventures, VanEck, LayerZero Labs","AB Xelerate, Barclays, Galaxy Ventures",,https://www.linkedin.com/company/ubyx-inc,1-10,—,2025
Flinn,https://www.crunchbase.com/organization/flinn-comply,"Feb 19, 2026","$30,790,206",Not Started,"Medical, Medical Device","Vienna, Wien, Austria",Flinn Comply allows medical device manufacturers to automate quality and regulatory processes.,"1,744",https://www.flinn.ai/,$1M to $10M,"Bertelsmann Healthcare Investments, Speedinvest, Cherry Ventures, HV Capital, SquareOne Venture Capital","Cherry Ventures, HV Capital, Speedinvest, SquareOne Venture Capital",,https://www.linkedin.com/company/flinn-ai/,11-50,"$20,000,000",2022
Agaton,https://www.crunchbase.com/organization/agaton-5265,"Feb 19, 2026","€8,400,000",Not Started,—,"Stockholm, Stockholms Lan, Sweden","Agaton develops AI software for data analysis, automation, and decision support across business workflows.","1,840",https://www.agaton.ai/,—,"Alstin Capital, seed + speed Ventures, Inception Fund, Lukas Saari, Kieran Flanagan","Alstin Capital, Inception Fund",,https://www.linkedin.com/company/agaton-ai,11-50,"€8,400,000","Jul 1, 2024"
Plato,https://www.crunchbase.com/organization/plato-37a2,"Feb 19, 2026","$21,024,576",Not Started,"Artificial Intelligence (AI), Sales, Software, Web Apps","Berlin, Berlin, Germany",Plato is a technology company that provides solutions to optimize B2B and sales processes for organizations,"1,933",https://www.platoapp.ai/,—,"Cherry Ventures, Atomico, Charlie Songhurst, Discovery Ventures, Mario Götze","Atomico, Cherry Ventures",,https://www.linkedin.com/company/platoapp/,1-10,"$14,500,000",2023
Vizzia,https://www.crunchbase.com/organization/vizzia,"Feb 19, 2026","€49,400,000",Not Started,"Consulting, Information Technology, Manufacturing","Paris, Ile-de-France, France",Vizzia is developing an innovative solution that helps land managers to sustainably reduce illegal waste dumping.,"1,981",https://www.vizzia.fr/,$10M to $50M,"Headline, Base10 Partners, SistaFund, 50 Partners, Frederic Halley","Base10 Partners, Headline",,https://www.linkedin.com/company/vizziafr/,11-50,"€30,000,000",2022
Mitiga Solutions,https://www.crunchbase.com/organization/mitiga-solutions,"Feb 19, 2026","€37,155,000",Not Started,"Commercial Real Estate, Energy, Environmental Consulting, Infrastructure, Insurance, InsurTech, Real Estate, Risk Management, SaaS, Sustainability","Barcelona, Catalonia, Spain","Mitiga Solutions provides climate risk intelligence that combines science, AI, and high-performance computing.","2,065",http://www.mitigasolutions.com/,$1M to $10M,"Faber, Elaia, Kibo Ventures, Creas, EIC Accelerator","EIC Accelerator, Elaia, Kibo Ventures",https://x.com/MitigaSolutions,https://www.linkedin.com/company/mitigasolutions,51-100,"€6,000,000",Feb 2018
