"Organization Name","Last Funding Date","Total Funding Amount","Stage","Industries","Headquarters Location","Description","CB Rank (Company)","Website","Estimated Revenue Range","Top 5 Investors","Lead Investors"
"Theolytics","Mar 4, 2026","$73,533,266","Not Started","Biotechnology, Medical, Therapeutics","Oxford, Oxfordshire, United Kingdom","Theolytics is a clinical stage biotechnology company developing next-generation viral therapies.","5,035","https://www.theolytics.com/","$1M to $10M","Epidarex Capital, Oxford Science Enterprises, Taiho Ventures, Sound Bioventures, Innovate UK","Epidarex Capital, Horizon Europe, Innovate UK, Oxford Science Enterprises, Sound Bioventures, Taiho Ventures"
"EJF Capital","Feb 27, 2026","$845,000,000","Not Started","Asset Management, Financial Services, Real Estate","Arlington, Virginia, United States","EJF Capital is an alternative asset management firm focused on regulatory event-driven investing in financials and real estate.","5,039","https://www.ejfcap.com/","—","Kudu Investment Management","Kudu Investment Management"
"Opaque Systems","Feb 12, 2026","$55,500,000","Not Started","Analytics, Cloud Computing, Computer, Privacy","San Francisco, California, United States","Opaque is a startup that helps organizations analyze encrypted data in the cloud.","5,102","https://opaque.co/","$1M to $10M","The House Fund, Storm Ventures, Intel Capital, Race Capital, Thomvest Ventures","Accenture Ventures, Intel Capital, Race Capital, Walden Catalyst"
"OSTTRA","Feb 26, 2026","$100,000,000","Not Started","Information Technology, Professional Networking, Software, Trading Platform","London, England, United Kingdom","OSTTRA is a financial technology company specializing in post-trade solutions.","5,165","https://osttra.com/","$500M to $1B","HSBC, Wells Fargo, Bank of America, UBS, Barclays","—"
"MiMedia","Feb 25, 2026","$38,026,421","Not Started","Apps, Cloud Computing, Cloud Management, File Sharing, Information Technology","Brooklyn, New York, United States","MiMedia is a developer of an automatic cloud storage platform used to backup photos, videos, music, and other files.","5,175","http://mimedia.com/","$10M to $50M","Micromax Informatics, R&R Ventures, Jon Stein","Micromax Informatics"
"Yondr Group","Feb 20, 2026","$1,767,135,771","Not Started","Information Services, Information Technology, Internet","Amsterdam, Noord-Holland, The Netherlands","Yondr Group is a developer, owner operator and service provider of data centers.","5,178","https://www.yondrgroup.com/","—","International Finance Corporation, HSBC, Apollo, Deutsche Bank, Mubadala","International Finance Corporation"
"Aptiv","Mar 4, 2026","$4,574,127,551","Not Started","Automotive, Autonomous Vehicles, Electric Vehicle, Ride Sharing, Software","Dublin, Dublin, Ireland","Aptiv is a global technology company that develops safer, greener, and more connected solutions, which enable the future of mobility.","5,188","http://www.aptiv.com/","$10B+","US Department of Energy","US Department of Energy"
"Tenna Systems","Feb 8, 2026","$13,500,000","Not Started","Artificial Intelligence (AI), Service Industry, Software, Telecommunications, Wireless","Woodbury, New York, United States","Tenna Systems provides software solutions focused on electromagnetic spectrum intelligence for defense and critical mobility sectors.","5,214","https://tennasys.com/","—","Viola Ventures, Costanoa Ventures, Jumpspeed Ventures, fresh.fund, 1948 Ventures","Costanoa Ventures"
"ValkaAI","Feb 24, 2026","€12,000,000","Not Started","Information Technology, Media and Entertainment, Video","San Francisco, California, United States","ValkaAI is a B2B platform for digital human tech and generative content across industries.","5,247","https://valka.ai/company","—","Tensor Ventures, Rockaway Ventures, J&T Ventures, bd Partners, Naše ČESKO OPF","Rockaway Ventures"
"Curbline Properties","Feb 10, 2026","$354,000,000","Not Started","Real Estate, Real Estate Investment, Residential","New York, New York, United States","Curbline Properties focuses on convenience shopping centers in high-traffic areas as a real estate investment trust.","5,370","http://www.curbline.com/","$100M to $500M","—","—"
"KnowledgeNet.ai","Feb 9, 2026","$9,850,000","Not Started","—","Frederick, Maryland, United States","KnowledgeNet.ai is a provider of knowledge intelligence solutions.","5,386","https://knowledgenet.ai/","$1M to $10M","TEDCO","TEDCO"
"Cart.com","Mar 4, 2026","$989,213,278","Not Started","Analytics, Information Technology, Logistics, Software, Supply Chain Management","Houston, Texas, United States","Cart.com is a technology company that provides a unified commerce platform to help companies from discovery to delivery.","5,397","https://www.cart.com/","$100M to $500M","Gaingels, BlackRock, Oak HC/FT, Titan Capital, Neuberger Berman","Arsenal Growth Equity, Bearing Ventures, BlackRock, Legacy Knight, Mercury, Oak HC/FT, Silicon Valley Bank, Springcoast Capital Partners, Trinity Capital"
"DePoly","Feb 25, 2026","$41,128,940","Not Started","Chemical, Recycling, Waste Management","Sion, Valais, Switzerland","DePoly is a PET-to-raw-material recycling company that converts dirty, post-consumer plastic items into valuable raw materials.","5,399","https://www.depoly.co/","$1M to $10M","Founderful, Zürcher Kantonal Bank, European Innovation Council, ACE & Company, Google for Startups","BASF Venture Capital, European Innovation Council, Founderful, Google for Startups, MassMutual Ventures"
"Meelo","Feb 24, 2026","€17,000,000","Not Started","Customer Service, Cyber Security, Financial Services, SaaS","Marcq-en-baroeul, Nord-Pas-de-Calais, France","Meelo is a SAAS solution against risk and fraud.","5,405","https://www.getmeelo.com/","$1M to $10M","Bpifrance, ISALT, ODYSSEE VENTURE","ISALT, ODYSSEE VENTURE"
"Circle Health","Feb 11, 2026","€9,000,000","Not Started","Consulting, Health Care, Medical","Berlin, Berlin, Germany","Developing an integrated preventive care platform, Circle OS.","5,431","https://www.circle.health/en","—","Atlantic, Calm/Storm Ventures, CRB Health Tech","Atlantic"
"Zapia AI","Mar 3, 2026","$14,211,364","Not Started","Artificial Intelligence (AI), Information Technology, Machine Learning","Menlo Park, California, United States","Zapia, an AI personal assistant that uses WhatsApp to complete tasks","5,451","https://zapia.com/en","$1M to $10M","Endeavor Catalyst, Prosus Ventures, Anthos Capital, SNR.vc, Factory","Prosus Ventures"
"Throne SPORT COFFEE","Feb 19, 2026","$10,000,000","Not Started","Coffee, Food and Beverage, Personal Health, Wellness","Stamford, Connecticut, United States","Throne SPORT COFFEE provides ready-to-drink iced coffee.","5,479","https://sportcoffee.com/","—","Patrick Mahomes","Patrick Mahomes"
"Cingulate Therapeutics","Feb 17, 2026","$82,035,000","Not Started","Biotechnology, Health Care, Medical","Morristown, New Jersey, United States","Cingulate Therapeutics uses a unique combination of delivery technology and proven medications that creates an unmatched release profile.","5,506","https://cingulate.com/","$10M to $50M","Werth Ventures, Lincoln Park Capital Fund, Falcon Creek Capital Advisor, Jeff Hargroves","Falcon Creek Capital Advisor, Lincoln Park Capital Fund, Werth Ventures"
"Lario Therapeutics","Feb 19, 2026","$8,477,903","Not Started","Biopharma, Precision Medicine, Therapeutics","Edinburgh, Edinburgh, City of, United Kingdom","Lario Therapeutics is a biopharmaceutical firm that develops precision therapeutics for epilepsy and neurological disorders.","5,513","https://www.lariotx.com/","—","Wellcome Trust, Michael J. Fox Foundation","Michael J. Fox Foundation"
"Orion Office REIT","Feb 19, 2026","$215,000,000","Not Started","Commercial, Property Management, Real Estate","Phoenix, Arizona, United States","Orion Office REIT specializes in the ownership, acquisition, and management of corporate headquarters office buildings.","5,529","https://www.onlreit.com/","$100M to $500M","JP Morgan Chase, Wells Fargo, TD Bank, MidFirst Bank","—"
"HeyCharge","Feb 18, 2026","$7,809,646","Not Started","Charging Infrastructure, Electric Vehicle, Energy, Green Building, GreenTech, Transportation","Munich, Bayern, Germany","HeyCharge provides charging infrastructure, payment systems, and installation for electric vehicles.","5,534","https://heycharge.com/","Less than $1M","Y Combinator, Vireo Ventures, European Innovation Council, BMW i Ventures, First Momentum Ventures","AcceliCITY powered by Leading Cities, BMW i Ventures, Climate-KIC Acceleration Programme, European Innovation Council, Joules Accelerator, Y Combinator"
"Neupulse","Feb 12, 2026","$7,932,719","Not Started","Health Care, Hospital","Nottingham, Nottingham, United Kingdom","Neupulse provides healthcare services.","5,535","https://www.neupulse.co.uk/","—","Eos, Midlands Engine Investment Fund","Eos, Midlands Engine Investment Fund"
"Aeolus Robotics","Mar 2, 2026","$41,100,000","Not Started","Electronics, Robotics","San Francisco, California, United States","Aeolus Robotics is bringing the first generation of household robot assistants into your life and your home.","5,544","https://aeolusbot.com/","$50M to $100M","WI Harper Group, GigaMedia, Medical Care Service, Gakken Cocofump, SAINT-CARE HOLDINGS","GigaMedia"
"CoRegen","Feb 26, 2026","$121,390,002","Not Started","Biotechnology","Aspen, Colorado, United States","CoRegen is a biotechnology company.","5,568","https://coregeninc.com/","—","—","—"
"Atlas Oncology Partners","Feb 11, 2026","$28,000,000","Not Started","Analytics, Data Visualization, Financial Services, Health Care, Health Diagnostics, Health Insurance, Medical, Oncology, Telehealth","Nashville, Illinois, United States","Atlas Oncology Partners operates a value-based oncology enablement platform supporting community oncology practices.","5,619","https://www.atlasoncpartners.com/","—","Rubicon Founders, Flare Capital Partners","Flare Capital Partners"
"Vertical Bridge Holdings","Feb 13, 2026","$4,035,100,000","Not Started","Infrastructure, Insurance, Telecommunications, Virtual Reality, Wireless","Boca Raton, Florida, United States","Vertical Bridge is a private owner and manager of wireless communication infrastructure.","5,652","http://www.verticalbridge.com/","$50M to $100M","Stonepeak, La Caisse, Deutsche Bank, TJC, DigitalBridge","Deutsche Bank, La Caisse, TD Securities"
"Portland General Electric","Feb 17, 2026","$859,500,000","Not Started","Electrical Distribution, Energy, Renewable Energy","Portland, Oregon, United States","Portland General Electric (PGE) is a vertically integrated electric utility engaged in the generation, purchase, transmission.","5,671","http://www.portlandgeneral.com/","$1B to $10B","US Department of Energy","US Department of Energy"
"Sylmar Group","Feb 24, 2026","$130,000,000","Not Started","Industrial, Water, Water Purification","Los Angeles, California, United States","Sylmar Group invests in legacy businesses in the water industry and explores transformative technologies.","5,675","https://www.sylmargrp.com/","$1M to $10M","Comvest Credit Partners","Comvest Credit Partners"
"WtEnergy","Feb 9, 2026","€10,000,000","Not Started","Clean Energy, CleanTech, Environmental Consulting, Renewable Energy","Barcelona, Catalonia, Spain","WtEnergy operates as a clean energy startup.","5,716","https://www.wte-as.com/","Less than $1M","Suma Capital, European Union, Cemex Ventures, Shell Ventures","Cemex Ventures, European Union, Suma Capital"
"CommonAI","Feb 26, 2026","£16,000,000","Not Started","Artificial Intelligence (AI), Collaboration, Software","London, England, United Kingdom","CommonAI is a computing platform that provides AI solutions for startups, enterprises, and public-sector organizations.","5,776","https://commonai.com/","—","ARIA","ARIA"
"NextEra Energy","Feb 26, 2026","$3,805,500,000","Not Started","Clean Energy, Energy, Renewable Energy, Solar","Palm Beach, Florida, United States","NextEra Energy is a publicly-traded renewable energy company that generates wind and solar power.","5,796","http://www.nexteraenergy.com/","$10B+","Ontario Teachers' Pension Plan, Massachusetts Clean Energy Center","Massachusetts Clean Energy Center, Ontario Teachers' Pension Plan"
"Pharaoh Neuro","Feb 18, 2026","$20,000,000","Not Started","Manufacturing, Medical, Medical Device","Minneapolis, Minnesota, United States","Pharaoh Neuro develops a neurapheresis cerebrospinal fluid management system for neurological patients.","5,803","https://pharaohneuro.com/","—","Hatteras Venture Partners, Arboretum Ventures, IAG Capital Partners, Laerdal Million Lives Fund","Arboretum Ventures"
